id,word,definition,audio
2929,tété,n. bridge; cf talete,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TETAY.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVEVUQVkubXAzIiwiaWF0IjoxNzU0ODM5MzcxLCJleHAiOjIxMzMyNzEzNzF9.TuigkP49KVErNpaa654VUaHobrEZXuxoXvJlD0NM0eQ
2930,tí,"intj. short cut for atyu, ting, tin ",
2931,tiá,(particle) distributive particle denoting how many or quantity among many,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElBLm1wMyIsImlhdCI6MTc1NDgzOTM3NywiZXhwIjoyMTMzMjcxMzc3fQ.4l45WI4DdvBpSR-TZAEXXeyS15K-9LJYCWdECXEe35s
2932,tiak,"adj. certain, sure, secure",
2933,tiba,"v. to bake, to fire earthenware, bricks ",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIBA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElCQS5tcDMiLCJpYXQiOjE3NTQ4MzkzODUsImV4cCI6MjEzMzI3MTM4NX0.5xeuzuHpFLQc-D0jsPp-cPSE78ImJa-KESQSY9hONMg
2934,tibabal,"n. blanket, shawl",
2935,tibag,v. demolish,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIBAG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElCQUcubXAzIiwiaWF0IjoxNzU0ODM5Mzk0LCJleHAiOjIxMzMyNzEzOTR9.B5XORlLJIvP4jDtkcBgsWhGhMQDt1WAbMrHehv_xzBw
2936,tibak,n. swollen lower leg,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIBAC.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElCQUMubXAzIiwiaWF0IjoxNzU0ODM5NDAzLCJleHAiOjIxMzMyNzE0MDN9.SC7n4pG4BVXGENcIQsiL89Qu4qEKkOEMzxDRU2Tf4Oo
2937,tíban,n. the outer peeling of banana's trunk,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIBAN.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElCQU4ubXAzIiwiaWF0IjoxNzU0ODM5NDE5LCJleHAiOjIxMzMyNzE0MTl9.l2lnINN8D2C2SmUrL-EltpKMdmNEusX7MeNERKAeTO0
2938,tíbé,n. strength,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIBAY.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElCQVkubXAzIiwiaWF0IjoxNzU0ODM5NDI4LCJleHAiOjIxMzMyNzE0Mjh9.mAYjCZUTw_ZTgSAFMoDNooK46fuew3TgytW5gX-CG04
2939,tibis,n. a steep slope,
2940,tibúk,"n. heartbeat, to throb",
2941,tibúk-tibúk,"n. a mixture of ground rice, carabao's milk (and coconut milk)",
2942,tidtad,n. pork blood stew,
2943,tídwa-singku,var. adwa-lima adj. two for five (2 for 5) (but not dos-singku),
2944,tigab,"v. to belch, emit gas noisily from the stomach through the mouth; syn. ikab, manikab",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIGAB.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElHQUIubXAzIiwiaWF0IjoxNzU0ODM5NDQyLCJleHAiOjIxMzMyNzE0NDJ9.lO3dTP8qwwrEmwaFWafEzoVRKprNv95P13-XKsCbO64
2945,tigágal,v. to detain a person from leaving,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIGAGAL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElHQUdBTC5tcDMiLCJpYXQiOjE3NTQ4Mzk0NTAsImV4cCI6MjEzMzI3MTQ1MH0.7jhZVbjSX_a1cjRUnlsSQe9yPfWwdQBz8wbTDOvihjM
2946,tigang,n. to let a fruit lose its freshness till it ripens properly,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIGANG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElHQU5HLm1wMyIsImlhdCI6MTc1NDgzOTQ1NywiZXhwIjoyMTMzMjcxNDU3fQ.iNbfQDIoX7kRJx4-BU_6_mwVnj3w7r-qqubeuvp958Y
2947,tigit,n. the tightness of a thing that is well-packed,
2948,tigpas,v. to cut a wood with a heavy stroke,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIGPAS.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElHUEFTLm1wMyIsImlhdCI6MTc1NDgzOTQ3MCwiZXhwIjoyMTMzMjcxNDcwfQ.1jgFInsRbP68Y6mXOkSTQwgN7rmMoMw5heLY7G43VgU
2949,tigré,n. tiger,
2950,tigsâ,n. a boil on the skin,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TICDAS.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElDREFTLm1wMyIsImlhdCI6MTc1NDgzOTQ4MywiZXhwIjoyMTMzMjcxNDgzfQ.kbyhQAEPAK-LOhxSYkASxjKI7VTwTDV-IWpF8x78sPQ
2951,tigtig,v. to ring a bell or play a musical instrument,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIGTIG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElHVElHLm1wMyIsImlhdCI6MTc1NDgzOTQ5NiwiZXhwIjoyMTMzMjcxNDk2fQ.uJJc8EHb8-8lGiIs5KL-5feMgE5rlMVbPj0dnZkVxzw
2952,tikâ,v. to hop or make a little jump,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TICA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElDQS5tcDMiLCJpYXQiOjE3NTQ4Mzk1MDcsImV4cCI6MjEzMzI3MTUwN30.8vNzv_3JwWff_1ZYGQzjFfIMHdLR4foPnl8yfFAqmts
2953,tikbálang,n. a giant goblin with hooves of horses,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIGBALANG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElHQkFMQU5HLm1wMyIsImlhdCI6MTc1NDgzOTUyMSwiZXhwIjoyMTMzMjcxNTIxfQ.IINa9L2wSK189G7C_b_E2UWBSNLrK12EoBuEnypEfaU
2954,tilak,v. to belch or on the verge of belching from the stomach,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TILAC.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElMQUMubXAzIiwiaWF0IjoxNzU0ODM5NTI5LCJleHAiOjIxMzMyNzE1Mjl9.XrFDUIP1YOK7wCIdB3u9LJwYJA0LbulnC9_FbMyLDFY
2955,tilapia,"n. name of the most common species of cichlid fish, Oreochromis niloticus or Tilapia zili; also known as pla-pla",
2956,tiláuk,"n. the epiglottis, or the cartilaginous part in the chicken's beak",
2957,tílis,"n. loose bowel movement, watery stool, no solid pieces kind of stool; cf. bulus",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TILIS.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElMSVMubXAzIiwiaWF0IjoxNzU0ODM5NTU4LCJleHAiOjIxMzMyNzE1NTh9.mIgk6HX9rLmaTZZ4zBjlirDiJlnXbZOQnyMmhyLh1vs
2958,tilsuk,v. to prick with a sharp object,
2959,tiltil,v. to dip food lightly on a sauce,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TILTIL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElMVElMLm1wMyIsImlhdCI6MTc1NDg0NDkxNiwiZXhwIjoyMTMzMjc2OTE2fQ.JwN8F5IXSQE9iz1urV_ESueFVSMoDtlmOXSooJrHAV0
2960,tiltilan,"n. dip, sour dip, dipping sauce; cf. osyo",
2961,tilus,"n. sharpness, to pointed tip of a knife or pencil; matílus, sharp, pointed",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TILUS.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElMVVMubXAzIiwiaWF0IjoxNzU0ODM5NTgzLCJleHAiOjIxMzMyNzE1ODN9.IWrcn4cOkapg_RqjPREVHCldk-Z1cRItp0Pusrz9STM
2962,timan,n. smile (without showing the teeth),https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIMAN.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElNQU4ubXAzIiwiaWF0IjoxNzU0ODM5NTg5LCJleHAiOjIxMzMyNzE1ODl9.C6UTNDvK3i0StXHBpEq8SSBvEytCPRd9tEXaOUTJ7Oo
2963,timáwa,"n. free, freeman; 2. v. to become free from a concern",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIMAUA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElNQVVBLm1wMyIsImlhdCI6MTc1NDgzOTU5NiwiZXhwIjoyMTMzMjcxNTk2fQ.WVCZJiC_PPi2EK8V62RoOGKFKll6tNwP02ncPVx2vGg
2964,timbâ,n. a pail; see tabu,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIMBA_1.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElNQkFfMS5tcDMiLCJpYXQiOjE3NTQ4Mzk2MDQsImV4cCI6MjEzMzI3MTYwNH0.0ZCl5diZyohbcz-jEmy3KAdabQ3Cr4ClTHHZYAkyFa0
2965,timbang,n. the weight,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIMBANG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElNQkFORy5tcDMiLCJpYXQiOjE3NTQ4NDQ5MjUsImV4cCI6MjEzMzI3NjkyNX0.TzG0tLyva1g8RsGQJonInY2XYy4RpfpZymahR6Wgdog
2966,timbre,n. doorbell or buzzer,
2967,timid,v. to press something,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIMID.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElNSUQubXAzIiwiaWF0IjoxNzU0ODM5NjI4LCJleHAiOjIxMzMyNzE2Mjh9.FzjSpOVG6_aJKV8bQ1NkGMUyHCF0G0vY9Z0xavMyz7A
2968,timog,n. south or southerly wind,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIMOG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElNT0cubXAzIiwiaWF0IjoxNzU0ODM5NjMzLCJleHAiOjIxMzMyNzE2MzN9.Gj1ZaOj6yCP1UWJ6aeqEsjjLyck94I0zc4IjMAVlmrQ
2969,timpapalis,"n. a small species of heron; see tagak, kandungauk",
2970,timpla,"n. temperature, a mixture",
2971,timpû,n. the sitting posture of a woman with her legs on one side,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIMPO.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElNUE8ubXAzIiwiaWF0IjoxNzU0ODM5NjM4LCJleHAiOjIxMzMyNzE2Mzh9.HeSMgom6nvaLeFh1UAi6JxKzgRgjIZgSLBjj05K4GeQ
2972,timpúkan,"adj. encrusted, mounted",
2973,tinâ,"v. to dye, or dyed darkly",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TINA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElOQS5tcDMiLCJpYXQiOjE3NTQ4Mzk2NDQsImV4cCI6MjEzMzI3MTY0NH0.gAthzCmla_EoHrzrOXUinQCRG-_JoV_Zb7_4UJ4aXms
2974,tinaklub,"n. muscovado solid, musovado cake; syn. panocha, panotsa, pakabug",
2975,tinapa,n. smoked fish,
2976,tinápé,n. baked bread; syn. pandasal,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TINAPAY.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElOQVBBWS5tcDMiLCJpYXQiOjE3NTQ4Mzk2NDksImV4cCI6MjEzMzI3MTY0OX0.YZRe6lOtsU4CjOBN7A16IJUBtzmaw2ISz1GrS5LPD7Y
2977,tináwak,n. the waistline,
2978,tinda,n. merchandise for sale; syn. kalakal,
2979,tindag,"v. great brilliance, to flisten",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TINDAG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElOREFHLm1wMyIsImlhdCI6MTc1NDgzOTY1OSwiZXhwIjoyMTMzMjcxNjU5fQ.xIsOrnszUKIbrEAqroDL6TVp8usUFt-OwVw_XZv_y8k
2980,tindéra,"[Sp] n. seller, storekeeper",
2981,tingga,1 n. earring; syn. paswang; 2 lead (metal),https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TINGGA_2.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElOR0dBXzIubXAzIiwiaWF0IjoxNzU0ODM5Njk5LCJleHAiOjIxMzMyNzE2OTl9.FnX7cyCMh3QVvwLRgfL8Z0WffA1QkEf3t-BYzqEKHuQ
2982,tingkad,"n. brilliance, shiny",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TINGCAD.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElOR0NBRC5tcDMiLCJpYXQiOjE3NTQ4NDQ5MzksImV4cCI6MjEzMzI3NjkzOX0.Td29mtOSRyrIzl9jGhGPsGptSILKbK1IlXWtIY2_Hjs
2983,tingting,n. dried ribs of a palm leaf used as a broom,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TINGTING_1.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElOR1RJTkdfMS5tcDMiLCJpYXQiOjE3NTQ4Mzk3MzIsImV4cCI6MjEzMzI3MTczMn0.vO84B1DqJGsgugBnjx0S-f2AAJKSe0dyrVmy5H_CO8Y
2984,tinola,n. local ginger soup,
2985,tinolang manuk,n. chicken soup with ginger,
2986,tinolang tugak,n. frog tinola with ginger,
2987,tipak,n. a large fragment or piece,
2988,tipan,n. one who gives word as to what is to be done,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIPAN.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElQQU4ubXAzIiwiaWF0IjoxNzU0ODM5NzM4LCJleHAiOjIxMzMyNzE3Mzh9.sRU1wkmyM6hp4G4r4aBPSEgbbsNEri_aKM-lE8-jyi0
2989,tipid,adj. miserly,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIPID.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElQSUQubXAzIiwiaWF0IjoxNzU0ODM5NzQ1LCJleHAiOjIxMzMyNzE3NDV9.CPo3U2fb_8_nlna7lLLTjn0-Ekpwugk5egtEGs4QTvo
2990,tiplad,"v. to escape, to take flight",
2991,típun,"v. to congregate, to gather together",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIPON.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElQT04ubXAzIiwiaWF0IjoxNzU0ODM5NzUxLCJleHAiOjIxMzMyNzE3NTF9.GQyDr4tWzRnYObiO7_Qxdy6-TpfonzFo1jayNpJdn-0
2992,tíra,"v. to strike, to hit",
2993,tirada,n. wrong move,
2994,tirador,n. sling shot,
2995,tirante,n. sholder straps for lingeries or a pair of pants,
2996,tirintas,n. braids of hair,
2997,tirintin,v. to hum a tune like lullaby,
2998,tiris,v. to crush (an insect or ant with the finger),
2999,tisa,[Nah] n. chalk; syn. [Eng] tsok,
3000,títî,"v. to fry food in oil; see pititian, tsitsarun",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TITI.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElUSS5tcDMiLCJpYXQiOjE3NTQ4Mzk3NzksImV4cCI6MjEzMzI3MTc3OX0.pvpfhH35MfcFouKhCwKd5Ldj4g-FMxJfK6dMuIuNcWE
3001,titlû,n. short for tia atlu (3 times),
3002,titlu-singku,var. atlu-lime adj. three for five (3 for 5) (but not tres-singku),
3003,tiu,tyup v. to blow through a pipe or reed or a wind instrument,
3004,tiwálâ,"v. to trust, to have confidence ",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/T/TIUALA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1QvVElVQUxBLm1wMyIsImlhdCI6MTc1NDgzOTc4OCwiZXhwIjoyMTMzMjcxNzg4fQ.iPXeTjj7EoiYu0_0pYFsxTwhBD7Fs3KIBsHtOrZ0vZg
3005,tiwalag,"v. to separate from a group or sect; syn. mako, kawani",
3006,tiyagâ,"n. perseverance, persistence, consistency in work",
3007,tiyáni,"n. tweezers, pincers",
3008,Tocino del Cielo,"n. ""Bacon from heaven"" n. famous small version of leche flan",
3009,todas,[Sp] adj. completely killed or exterminated,
3010,tódas,[Sp] n. about to win in mahjong,
3011,todu,[Sp] n. all-out; entire; fully; maximum,
3012,todútodú,[Sp] adv. giving all the one has,
3013,tofu,"(Jpn) n. is a Philippine soft soybean curd, a food prepared by coagulating soy milk and then pressing the resulting curds into solid white blocks of varying softness; syn. [CHN Hok] tokwa",
3014,toga,n. men's loose outer garment worn by romans of old,
3015,toge,"var. tauge, tawge n. mung bean sprouts",
3016,tóka,"n. assignment, turn or shift in duties",
3017,tokáyó,"[Sp] n. namesake, same first name",
3018,tókwa,"[CHN Hok] n. is a Philippine bean curd, a food prepared by coagulating soy milk and then pressing the resulting curds into solid white blocks of varying softness; syn. [Jap] tofu",
3019,tólda,var. torda [Sp] n. a tent or shelter made of canvas,
3020,tómba,"[Sp] v. fall down, to tumble, roll down",
3021,tombalévánta,"[Sp] v. to sommersault, to leap and roll",
3022,tómpyang,[Sp] n. cymbals,
3023,tóntó,"[Sp] adj. stupid, silly",
3024,tónu,"[Sp] n. tone, tune, a timber of voice or quality of sound, a melody, to tune the piano or guitar",
3025,topograpya,"n. topography, the description of surface features of the land; var. topograpiya",
3026,tópotópo,"adj. (colloquial) irreversible, we are quits, it's a done deal",
3027,toréro,"[Sp] 1 n. bull fighter; 2 n. tower-quard, look-out in a watch tower",
3028,tóri,"n. tower, gable",
3029,torméntu,"[Sp] n. torment, a source of pain, a cause of worry",
3030,tornéo,"[Sp] n. contest, tournament, competition",
3031,tornílyo,"tornilyó [Sp] n. a screw, bolt",
